GEN_NUMB;BEST_FITNESS;MID_FITNESS;WORST_FITNESS
1;20113;100;0;
2;7451;600;0;
3;14876;618;0;
4;10318;605;0;
5;6297;522;0;
6;6294;612;0;
7;77080;575;0;
8;11377;628;0;
9;12012;647;0;
10;12470;637;0;
11;10686;656;0;
12;26356;659;0;
13;10067;667;0;
14;51866;625;0;
15;7644;640;0;
16;12435;667;0;
17;101642;673;0;
18;20830;643;0;
19;15406;652;0;
20;14022;654;0;
21;44952;635;0;
22;67088;670;0;
23;7127;627;0;
24;5814;625;0;
25;47808;633;0;
26;7765;618;0;
27;20964;665;0;
28;22525;630;0;
29;8707;625;0;
30;15393;626;0;
31;8945;643;0;
32;18589;595;0;
33;3446;642;0;
34;6375;645;0;
35;9028;614;0;
36;16599;671;0;
37;16247;637;0;
38;12272;599;0;
39;9075;626;0;
40;11290;637;0;
41;23255;626;0;
42;12664;625;0;
43;12502;660;0;
44;15748;611;0;
45;24476;574;0;
46;10261;626;0;
47;10361;633;0;
48;69767;615;0;
49;11103;613;0;
50;17081;637;0;
51;16206;613;0;
52;8638;631;0;
53;16691;643;0;
54;9517;628;0;
55;12250;638;0;
56;51316;644;0;
57;11241;641;0;
58;10376;664;0;
59;11051;636;0;
60;7510;674;0;
61;10726;632;0;
62;15938;640;0;
63;37232;647;0;
64;30181;622;0;
65;7912;653;0;
66;7530;633;0;
67;6454;665;0;
68;13007;662;0;
69;85796;655;0;
70;24760;624;0;
71;13835;613;0;
72;38817;632;0;
73;13023;641;0;
74;27289;663;0;
75;31995;658;0;
76;41194;649;0;
77;7475;636;0;
78;5029;634;0;
79;12468;654;0;
80;23262;644;0;
81;5861;589;0;
82;35197;645;0;
83;45102;613;0;
84;61284;658;0;
85;20763;645;0;
86;9887;641;0;
87;22384;652;0;
88;77238;679;0;
89;21213;657;0;
90;29991;648;0;
91;54323;693;0;
92;20209;635;0;
93;11377;654;0;
94;30630;636;0;
95;6253;638;0;
96;48053;625;0;
97;29724;625;0;
98;40662;619;0;
99;10103;624;0;
100;5712;644;0;
101;21468;627;0;
102;21004;641;0;
103;5044;633;0;
104;82538;616;0;
105;23930;666;0;
106;87791;698;0;
107;15893;667;0;
108;35641;657;0;
109;9934;612;0;
110;16320;647;0;
111;17897;660;0;
112;23388;618;0;
113;26099;661;0;
114;8473;662;0;
115;5577;627;0;
116;10020;628;0;
117;6038;608;0;
118;77547;627;0;
119;17969;650;0;
120;37546;645;0;
121;38241;691;0;
122;5546;654;0;
123;54574;631;0;
124;22962;649;0;
125;74313;614;0;
126;70264;603;0;
127;5097;642;0;
