POP_NUM;FITNESS
1;723
2;3830
3;430
4;615
5;678
6;541
7;784
8;728
9;707
10;786
11;3833
12;763
13;937
14;3545
15;2703
16;1894
17;526
18;728
19;565
20;632
21;518
22;3457
23;745
24;1690
25;762
26;325
27;3123
28;546
29;847
30;490
31;448
32;460
33;593
34;592
35;466
36;2260
37;929
38;2124
39;646
40;487
41;823
42;1206
43;1272
44;461
45;813
46;2884
47;702
48;1026
49;600
50;634
51;739
52;483
53;458
54;700
55;500
56;527
57;3051
58;419
59;2995
60;615
61;825
62;938
63;791
64;3436
65;477
66;641
67;689
68;4088
69;600
70;914
71;831
72;2609
73;856
74;544
75;440
76;626
77;821
78;556
79;692
80;4142
81;667
82;778
83;746
84;366
85;726
86;769
87;3116
88;603
89;522
90;2160
91;525
92;527
93;395
94;771
95;643
96;594
97;3351
98;702
99;654
100;860
101;417
102;739
103;499
104;448
105;2193
106;702
107;696
108;705
109;732
110;484
111;688
112;1164
113;530
114;656
115;662
116;278
117;3413
118;1580
119;792
120;603
121;425
122;436
123;464
124;649
125;347
126;455
127;488
128;606
129;2034
130;326
131;569
132;2367
133;526
134;579
135;2253
136;1685
137;561
138;408
139;527
140;2812
141;672
142;3488
143;425
144;541
145;666
146;591
147;400
148;462
149;552
150;379
151;893
152;2116
153;430
154;556
155;504
156;565
157;760
158;641
159;886
160;2549
161;493
162;2650
163;726
164;486
165;725
166;657
167;565
168;685
169;406
170;867
171;1410
172;591
173;498
174;263
175;518
176;493
177;3557
178;3606
179;2233
180;479
181;2135
182;1653
183;671
184;959
185;465
186;534
187;676
188;558
189;752
190;562
191;765
192;545
193;818
194;860
195;835
196;405
197;539
198;1416
199;563
200;3766
201;632
202;566
203;471
204;510
205;3209
206;694
207;848
208;863
209;551
210;2924
211;1343
212;667
213;670
214;720
215;496
216;1867
217;650
218;495
219;924
220;453
221;690
222;549
223;385
224;486
225;889
226;999
227;764
228;997
229;716
230;915
231;438
232;481
233;1742
234;555
235;467
236;504
237;845
238;447
239;739
240;649
241;494
242;993
243;843
244;620
245;2594
246;919
247;2998
248;606
249;534
250;490
251;750
252;2970
253;836
254;509
255;873
256;665
257;1736
258;2120
259;564
260;951
261;584
262;533
263;736
264;610
265;413
266;856
267;332
268;444
269;454
270;603
271;720
272;445
273;789
274;2529
275;690
276;3820
277;813
278;459
279;1842
280;2398
281;450
282;2641
283;661
284;582
285;1839
286;901
287;824
288;718
289;515
290;503
291;839
292;2080
293;656
294;340
295;344
296;686
297;478
298;2304
299;661
300;714
301;637
302;492
303;764
304;3290
305;1783
306;491
307;751
308;711
309;523
310;4054
311;1309
312;2973
313;840
314;531
315;704
316;479
317;697
318;516
319;665
320;605
321;843
322;628
323;530
324;572
325;808
326;782
327;473
328;1156
329;725
330;618
331;3410
332;561
333;1667
334;453
335;679
336;650
337;841
338;771
339;2874
340;865
341;442
342;532
343;590
344;969
345;540
346;1942
347;477
348;824
349;460
350;511
351;985
352;439
353;899
354;852
355;1774
356;761
357;521
358;2741
359;827
360;818
361;1782
362;493
363;2803
364;517
365;703
366;471
367;600
368;885
369;3745
370;579
371;413
372;901
373;779
374;580
375;2561
376;702
377;465
378;657
379;1809
380;2964
381;615
382;2081
383;3046
